,title,row2,row3,job_description,skills,row6,link
550,IoT Engineer,Zazz,"4-5 Yrs
Not disclosed
Hyderabad",Experience with embedded systems and IoT device programmingExperience with data analyti...,"['C++', 'Data analysis', 'Communication protocols', 'Backend', 'Data management', 'Javascript', 'Sensors', 'Python']","30+ Days Ago
Save",https://www.naukri.com/job-listings-iot-engineer-zazz-hyderabad-4-to-5-years-151223502399
551,Data Science Analyst,Ira Commerce,"3-8 Yrs
Not disclosed
Hyderabad",Experience in Developing and enhancing algorithms and models to solve business problem ...,"['Analyst', 'data science', 'Analytical', 'Machine learning', 'Programming', 'Data analytics', 'Python', 'Data analysis']","30+ Days Ago
Save",https://www.naukri.com/job-listings-data-science-analyst-ira-commerce-hyderabad-3-to-8-years-151222500480
552,Azure Data Architect,Coeo,"10-20 Yrs
Not disclosed
Hyderabad",Hands on experience with data modellingExperience . Experience of Continuous Integratio...,"['Automation', 'Costing', 'Architecture', 'Data modeling', 'Diversity and Inclusion', 'Data Architect', 'Business intelligence', 'big data']","30+ Days Ago
Save",https://www.naukri.com/job-listings-azure-data-architect-coeo-hyderabad-10-to-20-years-141123501847
553,Senior Data Engineer,"Presidio Information Risk Management
4.5
4 Reviews","3-5 Yrs
Not disclosed
Chennai, Coimbatore",Presidio Cloud Solutions is looking for exceptional professionals devoted to customer...,"['Computer science', 'Networking', 'Data modeling', 'MySQL', 'Javascript', 'Data structures', 'Apache', 'Business intelligence']","30+ Days Ago
Save",https://www.naukri.com/job-listings-senior-data-engineer-presidio-information-risk-management-chennai-coimbatore-3-to-5-years-140224501186
554,"Digital Lead Science Operations, Insights & Data Intelligence","Sanofi
4.4
1049 Reviews","8-12 Yrs
Not disclosed
Hyderabad","cross-industry experience in pharmaceutical, consumer, or technology industry preferred...","['Operations planning', 'Pharma', 'Analytical', 'Packaging', 'Healthcare', 'Data analytics', 'Life sciences', 'Information management']","30+ Days Ago
Save",https://www.naukri.com/job-listings-digital-lead-science-operations-insights-data-intelligence-sanofi-india-ltd-hyderabad-8-to-12-years-140224501046
555,"Senior Data Scientist, Actimize",inContact,"5-10 Yrs
Not disclosed
Pune",Primary Skill: . 5+ years of experience in Software Industry . masters degree in comput...,"['Power house', 'SQL queries', 'Web services', 'Excel', 'data science', 'MySQL', 'Cloud', 'Research']","30+ Days Ago
Save",https://www.naukri.com/job-listings-senior-data-scientist-actimize-nice-cxone-pune-5-to-10-years-140224500734
556,Applied Scientist II,"Microsoft
4.1
1428 Reviews","3-7 Yrs
Not disclosed
Hyderabad","Bachelors Degree (or equivalent experience) in Statistics, Econometrics, Computer Scien...","['Computer science', 'Computer vision', 'C++', 'PAAS', 'Machine learning', 'Data processing', 'Natural language processing', 'microsoft']","30+ Days Ago
Save",https://www.naukri.com/job-listings-applied-scientist-ii-microsoft-india-r-and-d-pvt-ltd-hyderabad-3-to-7-years-140224500314
557,Junior Data Scientist,Cynosure Corporate Solutions,"2-7 Yrs
Not disclosed
Chennai","Preferred Qualifications: . Bachelors in Math, Computer Science, Information Systems, M...","['Pytorch', 'Natural Language Processing', 'Machine Learning', 'Tensorflow', 'Data Science', 'Pyspark', 'R', 'Science']","19 Days Ago
Save",https://www.naukri.com/job-listings-junior-data-scientist-cynosure-corporate-solutions-chennai-2-to-7-years-140224006105
558,"Specialist Data Scientist, Actimize",inContact,"8-9 Yrs
Not disclosed
Pune","Lead and manage data science teams, providing guidance, direction, and mentorshi...","['Computer science', 'SQL queries', 'Web services', 'data science', 'People management skills', 'MySQL', 'Cloud', 'Management']","30+ Days Ago
Save",https://www.naukri.com/job-listings-specialist-data-scientist-actimize-nice-cxone-pune-8-to-9-years-120224500234
559,Senior Machine Learning Engineer,"Deliveroo
3.4
15 Reviews","5-10 Yrs
Not disclosed
Hyderabad","As a Senior Machine Learning Engineer, you will play a crucial role in the developme...","['Data analysis', 'Bidding', 'Machine learning', 'Agile', 'Healthcare', 'Application development', 'Monitoring', 'Analytics']","30+ Days Ago
Save",https://www.naukri.com/job-listings-senior-machine-learning-engineer-deliveroo-hyderabad-5-to-10-years-120124501529
560,Data Architect,"PopcornApps
3.8
23 Reviews","12-20 Yrs
Not disclosed
Hyderabad","Create cloud data models and database architecture using database deployment, monitorin...","['Telecom', 'Automation', 'Data analysis', 'Development Manager', 'Healthcare', 'Apache', 'microsoft', 'Monitoring']","30+ Days Ago
Save",https://www.naukri.com/job-listings-data-architect-popcornapps-hyderabad-12-to-20-years-110823501947
561,Senior AI Developer - Remote,Echologyx,"3-8 Yrs
10-20 Lacs PA
Remote",Experience continuous training and career development while collaborating with Fortune ...,"['python', 'Artificial Intelligence', 'Tensorflow', 'Ai Algorithms', 'Natural Language Processing', 'Machine Learning', 'Deep Learning', 'Machine']","25 Days Ago
Save",https://www.naukri.com/job-listings-senior-ai-developer-remote-echologyx-chennai-3-to-8-years-090623009975
562,IoT Engineer,Mushroom Solutions,"3-5 Yrs
Not disclosed
Hyderabad",". 3+ years of experience in building IOT based applications . Proficient in Python, MQT...","['SAP', 'GIT', 'MIN', 'Linux', 'PLC', 'Flex', 'Siemens', 'AWS']","30+ Days Ago
Save",https://www.naukri.com/job-listings-iot-engineer-mushroom-solutions-hyderabad-3-to-5-years-090224501453
563,Principal Engineer - Data Visualisation,"Mercer
3.8
1157 Reviews","7-9 Yrs
Not disclosed
Hybrid - Pune, Mumbai (All Areas)",The Data Visualization Analyst will take a user-centric lens to make complex data acce...,"['Data Visualization', 'Dax', 'Power BI Service', 'Power Bi', 'Qlik', 'Data', 'Data Engineering', 'Bi']","26 Days Ago
Save",https://www.naukri.com/job-listings-principal-engineer-data-visualisation-mercer-pune-mumbai-all-areas-7-to-9-years-090124010739
564,Manager - Data Engineering,"Sumtotal Systems
3.9
98 Reviews","3-8 Yrs
Not disclosed
Hyderabad","OVERVIEW Reporting to the Sr. Director, Enterprise Data Strategy Execution, the D...","['Cloud computing', 'Data analysis', 'Analytical', 'Agile', 'data visualization', 'SSIS', 'Open source', 'infrastructure services']","30+ Days Ago
Save",https://www.naukri.com/job-listings-manager-data-engineering-skillsoft-hyderabad-3-to-8-years-080621500916
565,Machine Learning Engineer,"Deliveroo
3.4
15 Reviews","2-5 Yrs
Not disclosed
Hyderabad","As a Machine Learning Engineer, you will play a crucial role in the development, impl...","['Computer science', 'Architecture', 'data science', 'Machine learning', 'Manager Technology', 'Programming', 'Equity', 'Healthcare']","30+ Days Ago
Save",https://www.naukri.com/job-listings-machine-learning-engineer-deliveroo-hyderabad-2-to-5-years-080224501070
566,"Software Engineer, Data Engineering","Verantos
5.0
2 Reviews","4-7 Yrs
Not disclosed
Hybrid - Pune, Maharashtra","Bachelor or higher degree in Computer Science, Data Science, or a related fieldQualific...","['Tableau', 'SQL', 'Snowflake', 'Databricks', 'Python', 'Power Bi', 'data pi', 'Machine Learning']","20 Days Ago
Save",https://www.naukri.com/job-listings-software-engineer-data-engineering-verantos-pune-maharashtra-4-to-7-years-080124001324
567,Senior AI/ML Engineer,"ValGenesis
3.4
133 Reviews","5-8 Yrs
Not disclosed
Chennai",Proficient in Python and relevant libraries for data manipulation and model development...,"['Analytical skills', 'Data analysis', 'Interpersonal skills', 'data manipulation', 'Machine learning', 'Cloud', 'Agile', 'Data processing']","30+ Days Ago
Save",https://www.naukri.com/job-listings-senior-ai-ml-engineer-valgenesis-chennai-5-to-8-years-070224501425
568,Senior Machine Learning Engineer,"Viavi Solutions
4.3
40 Reviews","5-8 Yrs
Not disclosed
Chennai",". Engineering / Mathematics/ Statistics disciplines are acceptable, but candidate must ...","['Telecom', 'Time series analysis', 'MySQL', 'Machine learning', 'Programming', 'big data', 'New product design', 'SQL']","19 Days Ago
Save",https://www.naukri.com/job-listings-senior-machine-learning-engineer-viavi-solutions-india-private-limited-chennai-5-to-8-years-060324501674
569,Lead Machine Learning Engineer,"Viavi Solutions
4.3
40 Reviews","10-12 Yrs
Not disclosed
Chennai",". Engineering / Mathematics/ Statistics disciplines are acceptable, but candidate must ...","['Telecom', 'Time series analysis', 'MySQL', 'Machine learning', 'Programming', 'big data', 'New product design', 'SQL']","19 Days Ago
Save",https://www.naukri.com/job-listings-lead-machine-learning-engineer-viavi-solutions-india-private-limited-chennai-10-to-12-years-060324501673
570,AI Ml Consultant,"Egs Contact Center Solutions
4.6
8 Reviews","3-8 Yrs
Not disclosed
Remote",Role DescriptionThis is a Consultant/Freelancing remote role for an Artificial Intelli...,"['Natural Language Processing', 'Data Science', 'Pytorch', 'Tensorflow', 'Artificial Intelligence', 'Language Learning Model', 'Machine Learning', 'Deep Learning']","19 Days Ago
Save",https://www.naukri.com/job-listings-ai-ml-consultant-egs-contact-center-solutions-gandhinagar-gujarat-3-to-8-years-060324006251
571,AI Engineer,"GateAI
Posted by Wenger & Watson","4-8 Yrs
Not disclosed
Remote","Bachelors or Masters degree in Computer Science, Data Science, or a related fieldProven...","['NLP', 'Hugging face', 'AI Engineer', 'LLM', 'Python Development', 'Artificial Intelligence', 'Natural language processing', 'Development']","19 Days Ago
Save",https://www.naukri.com/job-listings-ai-engineer-wenger-watson-chennai-4-to-8-years-060324004980
572,Computer Vision Engineer - Detection & Tracking,Quidich Innovation Labs,"3-7 Yrs
Not disclosed
Mumbai","3 to 7 years of proven work experience in Deep learning, Multicam Systems, NVIDIA Deeps...","['Electrical engineering', 'Computer vision', 'deep learning', 'C++', 'Embedded systems', 'Programming', 'Manager Technology', 'HTTP']","30+ Days Ago
Save",https://www.naukri.com/job-listings-computer-vision-engineer-detection-tracking-quidich-innovation-labs-mumbai-3-to-7-years-060224500327
573,Data Science Consultants,"Soothsayer Analytics
2.9
2 Reviews","2-7 Yrs
Not disclosed
Hyderabad",Critically evaluate information gathered from multiple sources. Create written c...,"['RDBMS', 'Database design', 'MySQL', 'Stored procedures', 'Test cases', 'Oracle', 'Business intelligence', 'Information technology']","30+ Days Ago
Save",https://www.naukri.com/job-listings-data-science-consultants-soothsayer-analytics-hyderabad-2-to-7-years-060123501480
574,Senior Data Analyst I,"Reed Elsevier
3.8
86 Reviews","3-7 Yrs
Not disclosed
Chennai",Previous experience of working in an agile environment and collaboration with developme...,"['Health insurance', 'Data analysis', 'Publishing', 'Data management', 'Agile', 'Healthcare', 'Data quality', 'Business solutions']","20 Days Ago
Save",https://www.naukri.com/job-listings-senior-data-analyst-i-reed-elsevier-india-a-part-of-relx-india-pvt-ltd-chennai-3-to-7-years-050324502612
575,Product Manager (Integrations Management),Waterways Leisure Tourism,"7-8 Yrs
Not disclosed
Mumbai (All Areas)",You will play a pivotal role in. shaping the future of our customer interactions by lev...,"['Product Management', 'Integration', 'Product Marketing', 'Integration Testing', 'Product Planning', 'Integration Management', 'Management', 'Software testing']","20 Days Ago
Save",https://www.naukri.com/job-listings-product-manager-integrations-management-waterways-leisure-tourism-mumbai-all-areas-7-to-8-years-050324009387
576,Computer Vision Tech Architect,Quidich Innovation Labs,"8-10 Yrs
Not disclosed
Mumbai","Bachelor s / Master s / PhD degree in Computer Science, Electrical Engineering, or a re...","['Computer science', 'Computer vision', 'C++', 'Architecture', 'Machine learning', 'System design', 'HTTP', 'Hardware']","30+ Days Ago
Save",https://www.naukri.com/job-listings-computer-vision-tech-architect-quidich-innovation-labs-mumbai-8-to-10-years-050224500859
577,Computer Vision Engineer,Quidich Innovation Labs,"3-8 Yrs
Not disclosed
Mumbai","Masters / Bachelors in Computer Science or related fieldQualifications, Skills, and Com...","['Computer science', 'Geometry', 'Computer vision', 'deep learning', 'C++', 'Machine learning', 'Programming', 'HTTP']","30+ Days Ago
Save",https://www.naukri.com/job-listings-computer-vision-engineer-quidich-innovation-labs-mumbai-3-to-8-years-050224500857
578,Sr. Data Analyst,"Ebizon Net Info
3.5
57 Reviews","1-3 Yrs
Not disclosed
Dehradun","Bachelor s degree (or equivalent) in mathematics, computer science, economics, or stati...","['SAS', 'Technical writing', 'XML', 'Consulting', 'Javascript', 'Customer service', 'microsoft', 'Data mining']","30+ Days Ago
Save",https://www.naukri.com/job-listings-sr-data-analyst-ebizon-dehradun-1-to-3-years-050224500543
579,Conversational AI Solutions Architect,"Intone Networks
4.4
32 Reviews","2-6 Yrs
Not disclosed
Remote","Experience with Kubernetes or other container platforms . Conversational, Generative AI...","['Product management', 'Automation', 'GCP', 'Performance engineering', 'Agile', 'product life cycle', 'splunk', 'Product design']","30+ Days Ago
Save",https://www.naukri.com/job-listings-conversational-ai-solutions-architect-intone-networks-remote-2-to-6-years-050124501237
580,Data Engineer,"Arcadia Urjanet
4.0
111 Reviews","3-8 Yrs
Not disclosed
Chennai","As a Data Engineer, you will play a key role in designing, developing, and maintaini...","['github', 'orchestration', 'Analog', 'data governance', 'data integrity', 'Medical insurance', 'Analytics', 'SQL']","21 Days Ago
Save",https://www.naukri.com/job-listings-data-engineer-arcadia-urjanet-chennai-3-to-8-years-040324502616
581,Analytics Engineer III,"Arcadia Urjanet
4.0
111 Reviews","2-7 Yrs
Not disclosed
Chennai",Experience with dbt is strongly preferred An understanding of data structures and / or ...,"['Data modeling', 'Database design', 'Analog', 'Data structures', 'Predictive modeling', 'Medical insurance', 'Analytics', 'SQL']","21 Days Ago
Save",https://www.naukri.com/job-listings-analytics-engineer-iii-arcadia-urjanet-chennai-2-to-7-years-040324502615
582,Manager - Data Scientist,RPG Communications Holdings,"5-7 Yrs
Not disclosed
Mumbai",Analysis of structured and unstructured data from problem statement to model deployment...,"['Unix', 'Data analysis', 'Linux', 'Dms', 'Apache', 'big data', 'AWS', 'Unix shell scripting']","21 Days Ago
Save",https://www.naukri.com/job-listings-manager-data-scientist-rpg-communications-holdings-pvt-ltd-mumbai-5-to-7-years-040324501346
583,Master Data Scientist,"Data Economy
4.2
28 Reviews","13-15 Yrs
Not disclosed
Hyderabad, Pune","Requirements: . 13+ years of proven experience in data science, leading and delivering ...","['IT services', 'deep learning', 'Head Business Development', 'Statistical modeling', 'Business leadership', 'data science', 'Machine learning', 'Infrastructure']","30+ Days Ago
Save",https://www.naukri.com/job-listings-master-data-scientist-dataeconomy-hyderabad-pune-13-to-15-years-030124500616
584,VP - Data & Platform Engineering & AI (Leading MNC IT Captive),"Leading MNC IT Captive
Posted by Vertex Corporate Services (i)","20-27 Yrs
Not disclosed
Pune, Chennai",Position: VP - Data & Platform Engineering & AI (Leading MNC IT Captive)Role:- This is ...,"['Data Engineering', 'Artificial Intelligence', 'Cloud', 'Technology Leadership', 'Ai Platform', 'Platform Engineering', 'ML', 'VP']","23 Days Ago
Save",https://www.naukri.com/job-listings-vp-data-platform-engineering-ai-leading-mnc-it-captive-vertex-corporate-services-i-pune-chennai-20-to-27-years-020324007282
