,title,row2,row3,job_description,skills,row6,link
164,Sr. Informatica CDGC/IDMC Developer,Nam Info,"8-10 Yrs
Not disclosed
Bengaluru","Overall 8-10+ years of IT experience working in data management, data quality, data, go...","['data quality', 'CDGC', 'data management', 'IDMC', 'Informatica CDGC', 'data', 'with a minimum of 5 years of experience in data architecture and management', 'focusing']","1 Day Ago
Save",https://www.naukri.com/job-listings-sr-informatica-cdgc-idmc-developer-nam-info-bengaluru-8-to-10-years-250324002036
165,Python Data Scientist/Analyst - Remote,Swift Placements,"2-7 Yrs
12-15 Lacs PA
Remote",We are actively seeking talented Data Scientists & Analysts proficient in Python to joi...,"['Data Science', 'python', 'Programming', 'Data Analysis', 'Artificial Intelligence', 'Science', 'Remote', 'Analysis']","1 Day Ago
Save",https://www.naukri.com/job-listings-python-data-scientist-analyst-remote-swift-placements-bengaluru-2-to-7-years-240324001085
166,Manager: Data Science (Credit Card - Fraud/Risk model),"Visa Inc
4.4
15 Reviews","3-7 Yrs
Not disclosed
Bengaluru","The Manager of Data Science is one of the risk roles in the Central Europe, Middle Ea...","['C++', 'Linux', 'SAS', 'Data modeling', 'XML', 'JSON', 'Shell sripting', 'Business intelligene']","4 Days Ago
Save",https://www.naukri.com/job-listings-manager-data-science-credit-card-fraud-risk-model-visa-inc-bengaluru-3-to-7-years-210324500007
167,"PhD Research Scholar -EDGE, Data Science","Volvo Financial Services
4.0
20 Reviews","1-4 Yrs
Not disclosed
Bengaluru",". Good grip on programming, OOPs, familiarity with Linux based systems, basics of cloud...","['Computer science', 'Linux', 'data science', 'Construction equipment', 'Machine learning', 'Manager Technology', 'data privacy', 'Automotive']","5 Days Ago
Save",https://www.naukri.com/job-listings-phd-research-scholar-edge-data-science-volvo-asset-finance-india-private-limited-bengaluru-1-to-4-years-200324502175
168,AI Engineer,"IBM
4.1
19913 Reviews","4-6 Yrs
Not disclosed
Bengaluru","At IBM, we're revolutionizing our approach to technology sales. Our Client Engineering ...","['python', 'natural language processing', 'text analytics', 'agile', 'programming', 'redhat openshift', 'scikit-learn', 'microsoft azure']","7 Days Ago
Save",https://www.naukri.com/job-listings-ai-engineer-ibm-india-pvt-limited-bengaluru-4-to-6-years-180324903976
169,Data Scientist,"IBM
4.1
19913 Reviews","7-12 Yrs
Not disclosed
Bengaluru",Required Technical and Professional Expertise Should have a solid experience in designi...,"['algorithms', 'python', 'machine learning', 'artificial intelligence', 'programming', 'github', 'scikit-learn', 'ibm cloud']","7 Days Ago
Save",https://www.naukri.com/job-listings-data-scientist-ibm-india-pvt-limited-bengaluru-7-to-12-years-180324903969
170,Data Scientist,"IBM
4.1
19913 Reviews","7-9 Yrs
Not disclosed
Bengaluru",Required Technical and Professional Expertise Should have a solid experience in designi...,"['python', 'machine learning', 'artificial intelligence', 'programming', 'communication skills', 'algorithms', 'github', 'scikit-learn']","7 Days Ago
Save",https://www.naukri.com/job-listings-data-scientist-ibm-india-pvt-limited-bengaluru-7-to-9-years-180324902632
171,Associate,"PwC Service Delivery Center
3.6
7112 Reviews","2-4 Yrs
Not disclosed
Bengaluru",Qualifications- BE / B.tech / MBA Preferred skill sets- Year of experience required- 2 ...,"['SQL queries', 'Assurance', 'Data management', 'SQL database', 'Data modeling', 'Agile', 'Data processing', 'Data analytics']","5 Days Ago
Save",https://www.naukri.com/job-listings-associate-pricewaterhouse-coopers-private-limited-bengaluru-2-to-4-years-200324502286
172,Data Scientist,"Aptlogica Technologies
4.1
14 Reviews","0-2 Yrs
Not disclosed
Pune",We are looking for a talented and enthusiastic Data Scientist with a passion for m...,"['Computer science', 'deep learning', 'E-learning', 'Analytical', 'Machine learning', 'Support services', 'Natural language processing', 'Information technology']","7 Days Ago
Save",https://www.naukri.com/job-listings-data-scientist-aptlogica-technologies-private-limited-pune-0-to-2-years-180324502193
173,Machine Learning Intern,"KS Smart Solutions
4.7
7 Reviews","0-1 Yrs
Not disclosed
Chennai",Develop object tracking models for flying objects using conventional Computer Vision Te...,"['Data Science', 'Python', 'Logistic Regression', 'Data Analysis', 'Data Visualization', 'Random Forests', 'Data Processing', 'SVM']","12 Days Ago
Save",https://www.naukri.com/job-listings-machine-learning-intern-ks-smart-solutions-chennai-0-to-1-years-130324909373
174,Principal Business Analyst - Corporate Banking,"Veripark
3.1
34 Reviews","7-12 Yrs
Not disclosed
Remote",Role & responsibilities About the job:We are looking for Senior Business Analyst havin...,"['Ui/Ux', 'Corporate Banking', 'Business Analysis', 'JIRA', 'Solutioning', 'CRM', 'Corporate', 'UX']","28 Days Ago
Save",https://www.naukri.com/job-listings-principal-business-analyst-corporate-banking-veripark-bengaluru-karnataka-7-to-12-years-200224009814
175,Executive Manager - Data Science,"Pepsico
4.2
2285 Reviews","2-4 Yrs
Not disclosed
Hyderabad","OverviewIn this role, you will play a key role in driving Perfect Store and white space...","['Data Science', 'R', 'Hive', 'B2C', 'APIs', 'MVS models', 'power BI', 'PythonSQL']","2 Days Ago
Save",https://www.naukri.com/job-listings-executive-manager-data-science-pepsico-global-business-services-india-llp-hyderabad-2-to-4-years-230324906289
176,Sr Tableau Developer,"Randstad Offshore Services
Posted by Randstad","7-12 Yrs
Not disclosed
Hybrid - Hyderabad, Telangana(Begumpet)",development (7+ years) - certification is not required but a pluscommunicate effectivel...,"['Tableau desktop', 'Tableau Reporting', 'Data Visualization', 'Dashboards', 'Reporting', 'SR', 'Tableau', 'Development']","Few Hours Ago
Save",https://www.naukri.com/job-listings-sr-tableau-developer-randstad-hyderabad-telangana-7-to-12-years-050324009380
177,Business Transformation Consultant: IoT & PLM,"IBM
4.1
19913 Reviews","5-10 Yrs
Not disclosed
Bengaluru",Required Technical and Professional Expertise . 5+ years of experience in any PLM Packa...,"['cad', 'plm', 'business transformation', 'smarteam', 'agile', 'project management', 'program management', 'business analysis']","27 Days Ago
Save",https://www.naukri.com/job-listings-business-transformation-consultant-iot-plm-ibm-india-pvt-limited-bengaluru-5-to-10-years-270224909620
178,Business Transformation Consultant: IoT & PLM,"IBM
4.1
19913 Reviews","3-7 Yrs
Not disclosed
Bengaluru",Required Technical and Professional Expertise . 5+ years of experience in any PLM Packa...,"['cad', 'plm', 'business transformation', 'smarteam', 'agile', 'project management', 'program management', 'business analysis']","28 Days Ago
Save",https://www.naukri.com/job-listings-business-transformation-consultant-iot-plm-ibm-india-pvt-limited-bengaluru-3-to-7-years-260224904080
179,Fraud Intelligence Data Scientist,"Paypal
3.9
765 Reviews","4-8 Yrs
Not disclosed
Bengaluru","Prior experience in anti-phishing, web security, or scam mitigation is preferred","['Data analysis', 'Analytical', 'Finance', 'Machine learning', 'DNS', 'HTML', 'Data mining', 'FSI']","6 Days Ago
Save",https://www.naukri.com/job-listings-fraud-intelligence-data-scientist-paypal-holdings-inc-bengaluru-4-to-8-years-190324500664
180,Senior Business Analyst,"Software Development
Posted by Multi Recruit","7-10 Yrs
25-30 Lacs PA
Bengaluru","Bachelors degree Computer Science, MCA, Business Administration, Information Technology...","['Business Analyst', 'Product owner', 'Product road map', 'Product life cycle', 'Road Project', 'Senior', 'Map', 'Product Roadmap']","10 Days Ago
Save",https://www.naukri.com/job-listings-senior-business-analyst-multi-recruit-bengaluru-7-to-10-years-150324011777
181,Business Technology Analyst - SQL,"Winning Edge
2.5
3 Reviews","4-8 Yrs
Not disclosed
Bengaluru, Karnataka","Bachelors degree, preferably in quantitative / IT related fields (Engineering, operatio...","['Business Analysis', 'Agile', 'Scrum', 'JIRA', 'SQL', 'SFMC', 'Technology', 'Analysis']","12 Days Ago
Save",https://www.naukri.com/job-listings-business-technology-analyst-sql-edge-bengaluru-karnataka-4-to-8-years-130324905899
182,IT Business Analyst / Project Manager,"Siemens
4.2
4236 Reviews","5-8 Yrs
Not disclosed
Bengaluru",". A bachelors degree (BE / BTech/MCA & MBA) in Computer Science, Engineering, Informati...","['IT Business Analyst', 'PMP', 'Business Analyst', 'Project management', 'Consulting', 'Agile', 'Project delivery', 'Operations']","19 Days Ago
Save",https://www.naukri.com/job-listings-it-business-analyst-project-manager-siemens-limited-bengaluru-5-to-8-years-060324500727
183,Gen Ai Senior Developer,"Zensar
3.8
2127 Reviews","7-12 Yrs
30-45 Lacs PA
Hybrid - Bengaluru",What's this role about?We are seeking a highly skilled and motivated Senior Developer s...,"['Generative Ai', 'LangChain', 'Python', 'Pytorch', 'Tensorflow', 'GAN', 'Artificial Intelligence', 'Natural Language Processing']","5 Days Ago
Save",https://www.naukri.com/job-listings-gen-ai-senior-developer-zensar-bengaluru-7-to-12-years-200324007199
184,Senior Lead Data Engineer,"GSK India
4.1
1644 Reviews","5-10 Yrs
Not disclosed
Bengaluru","Eligibility Criteria: . Job Experience: Experience in Microsoft modern data platform, h...","['Metadata', 'Active directory', 'Networking', 'Disaster recovery', 'Data', 'Microsoft', 'SQL', 'Agile']","5 Days Ago
Save",https://www.naukri.com/job-listings-senior-lead-data-engineer-glaxosmithkline-pharmaceuticals-limited-bengaluru-5-to-10-years-200324500460
185,Principal Data Engineer,"GSK India
4.1
1644 Reviews","10-15 Yrs
Not disclosed
Bengaluru",". Job Experience: Experience in Microsoft modern data platform, hands-on experience on ...","['Python', 'Analytics', 'Data', 'Procurement', 'Disaster Recover', 'Recovery', 'Metadata', 'SQL']","5 Days Ago
Save",https://www.naukri.com/job-listings-principal-data-engineer-glaxosmithkline-pharmaceuticals-limited-bengaluru-10-to-15-years-200324500458
186,"Python Developer - AWS, SQL, Machine Learning & LLM Specialist","Dun & Bradstreet
3.5
268 Reviews","7-10 Yrs
25-30 Lacs PA
Hyderabad, Telangana","Skill Requirements: . Bachelors degree in Computer Science, Engineering, or a related t...","['Machine Learning', 'AWS', 'Python', 'SQL', 'Development', 'Python Development', 'Machine']","Just Now
Save",https://www.naukri.com/job-listings-python-developer-aws-sql-machine-learning-llm-specialist-dun-bradstreet-hyderabad-telangana-7-to-10-years-250324003258
187,Business Analyst,"Reflections Info Systems
1.2
3 Reviews","7-12 Yrs
12-22 Lacs PA
Qatar",Requirement gathering Knowledge in requirementtools Running requirements Elicitation s...,"['Project Management', 'Requirement Gathering', 'User Stories', 'Elicitation', 'Client Interaction', 'Brd', 'Project', 'Business analysis']","3 Days Ago
Save",https://www.naukri.com/job-listings-business-analyst-reflections-info-systems-qatar-7-to-12-years-220324009646
188,Data Engineer,"Tech Vedika Software
3.7
26 Reviews","6-11 Yrs
Not disclosed
Visakhapatnam, Andhra Pradesh, Hyderabad, Telangana, Bangalore Rural, Karnataka","Senior Data EngineerLocation:Kavuri Hills Rd, CBI Colony, Jubilee Hills, Hyderabad, Te...","['Data Engineer', 'Data Bricks', 'Python', 'Azure Data Factory', 'Datafactory', 'Factory', 'Microsoft Azure', 'Data']","6 Days Ago
Save",https://www.naukri.com/job-listings-data-engineer-tech-vedika-software-visakhapatnam-andhra-pradesh-hyderabad-telangana-bangalore-rural-karnataka-6-to-11-years-190324008623
189,Data Science (Generative AI) - Senior Manager - ANI,"PwC Service Delivery Center
3.6
7112 Reviews","12-20 Yrs
Not disclosed
Hyderabad, Bengaluru",. Years of Experience: Candidates with 12+ years of hands on experience Solid knowledge...,"['Data management', 'GCP', 'Machine learning', 'Data analytics', 'Management', 'Business intelligence', 'AWS', 'SQL']","14 Days Ago
Save",https://www.naukri.com/job-listings-data-science-generative-ai-senior-manager-ani-pricewaterhouse-coopers-private-limited-hyderabad-bengaluru-12-to-20-years-110324500717
190,Payment Analytics Manager,"Edge Partnership
3.3
8 Reviews","5-10 Yrs
Not disclosed
Bengaluru",Role requirements . 5-10 years of experience in Transaction Banking managing Payment An...,"['Interpersonal skills', 'Payment processing', 'Compliance', 'Analytical', 'Business management', 'Data quality', 'Operations', 'Transaction banking']","4 Days Ago
Save",https://www.naukri.com/job-listings-analytics-manager-edge-partnership-bengaluru-5-to-10-years-210324501391
191,QA & Testing Senior Analyst,"Cigna
2.8
4 Reviews","6-9 Yrs
Not disclosed
Bengaluru",The QA & Testing Senior Analyst will be a high-performing individual who is methodica...,"['Finance Manager', 'ERP', 'Manager Quality Assurance', 'Senior Analyst', 'Agile', 'HTML', 'Scrum', 'Selenium']","4 Days Ago
Save",https://www.naukri.com/job-listings-qa-testing-senior-analyst-cigna-healthcare-bengaluru-6-to-9-years-210324501171
192,Sr Data Lake Developer (Permanent Remote) Immediate Joiners Only,"Cai Info India
4.2
35 Reviews","6-10 Yrs
Not disclosed
Remote","3+ Years of Experience with AWS Data services like S3, Glue, Lake Formation, EMR, Kines...","['Redshift Aws', 'Delta Lake', 'Data Lake', 'AWS', 'Glue', 'Athena', 'Lambda', 'Amazon Redshift']","4 Days Ago
Save",https://www.naukri.com/job-listings-sr-data-lake-developer-permanent-remote-immediate-joiners-only-cai-info-india-bengaluru-6-to-10-years-210324005398
193,Market Research Analyst,"Ninestars Information Technologies
3.3
190 Reviews","4-8 Yrs
6-15 Lacs PA
Bengaluru",Preferred candidate profile . Results-oriented and data-driven Market Research Analyst ...,"['Market Research And Analysis', 'Secondary Research', 'Market Forecasting', 'Market Sizing', 'Competitive Intelligence', 'Research Analysis', 'Market Analysis', 'Ai Platform']","4 Days Ago
Save",https://www.naukri.com/job-listings-market-research-analyst-ninestars-information-technologies-bengaluru-4-to-8-years-210324005098
194,Data Science Manager,"Winning Edge
2.5
3 Reviews","10-12 Yrs
Not disclosed
Bengaluru","Lead teams to rationalize, optimize and support applications for maximum speed and scal...","['Data Analytics', 'Data Science', 'Machine Learning solutions', 'DevOps', 'NLP', 'NLU', 'NLG', 'IT service management']","5 Days Ago
Save",https://www.naukri.com/job-listings-data-science-manager-edge-bengaluru-10-to-12-years-200324908924
195,Payment Analytics Manager,"The Edge Partnership
3.3
8 Reviews","5-10 Yrs
Not disclosed
Bengaluru",. Role requirements . 5-10 years of experience in Transaction Banking managing Payment ...,"['Process', 'Data quality', 'Business management', 'Interpersonal skills', 'Processing', 'Quality', 'Interpersonal', 'Data']","5 Days Ago
Save",https://www.naukri.com/job-listings-analytics-manager-the-edge-partnership-bengaluru-5-to-10-years-200324500761
196,Artificial Intelligence Developer,"Yethi Consulting
3.4
176 Reviews","6-10 Yrs
10-20 Lacs PA
Bengaluru, Karnataka",Bachelors or Masters degree in Computer Science or a related fieldExperience: 8 years a...,"['Artificial Intelligence', 'Machine Learning Operations', 'Generative AI', 'MLOP', 'Agile Methodologies', 'Natural Language Processing', 'Cross-Functional Collaboration', 'Python Programming']","5 Days Ago
Save",https://www.naukri.com/job-listings-artificial-intelligence-developer-yethi-consulting-bengaluru-karnataka-6-to-10-years-200324008801
197,Data Engineer,"Cloudsufi
2.8
21 Reviews","5-10 Yrs
Not disclosed
Hybrid - Bengaluru",About UsCLOUDSUFI is a Data Science and Product Engineering organization building Prod...,"['Java', 'GCP', 'SCALA', 'Spark', 'Hive', 'Db Knowledge', 'Data Engineering', 'Db']","5 Days Ago
Save",https://www.naukri.com/job-listings-data-engineer-cloudsufi-bengaluru-5-to-10-years-200324007202
198,Artificial Intelligence / Machine Learning Engineer - R / Python,"Leading Client
Posted by iMindYourBusiness","3-6 Yrs
Not disclosed
Bengaluru",We are looking for an experienced candidate in AI/ML preferably with some experience in...,"['Artificial Intelligence', 'Predictive Modeling', 'R', 'Statistical analysis', 'SAS', 'Data Mining', 'Data Analytics', 'Machine Learning']","6 Days Ago
Save",https://www.naukri.com/job-listings-artificial-intelligence-machine-learning-engineer-r-python-imindyourbusiness-bengaluru-3-to-6-years-190324908469
199,Machine Learning Professional,"Gloify
3.4
18 Reviews","3-5 Yrs
Not disclosed
Bengaluru",We are seeking a talented Deep Learning Engineer with 3-5 years of experience to jo...,"['deep learning frameworks', 'algorithms', 'kubernetes', 'python', 'natural language processing', 'neural networks', 'audio processing', 'microsoft azure']","6 Days Ago
Save",https://www.naukri.com/job-listings-machine-learning-professional-gloify-bengaluru-3-to-5-years-190324502253
200,Growth Analyst,Bookee,"1-3 Yrs
Not disclosed
Bengaluru",UG from a top-tier school (B Tech or B Sc in Maths / Statistics/Economics degree prefer...,"['Payroll', 'Google Analytics', 'Process orientation', 'Analytical', 'Venture capital', 'Scheduling', 'Business intelligence', 'Product marketing']","6 Days Ago
Save",https://www.naukri.com/job-listings-growth-analyst-bookee-bengaluru-1-to-3-years-190324501047
201,Associate,"PwC Service Delivery Center
3.6
7112 Reviews","2-4 Yrs
Not disclosed
Bengaluru",A career within Data and Analytics services will provide you with the opportunity to ...,"['Performance tuning', 'Assurance', 'SAP', 'Data management', 'System integration', 'Agile', 'Business intelligence', 'SAP BI']","7 Days Ago
Save",https://www.naukri.com/job-listings-associate-pricewaterhouse-coopers-private-limited-bengaluru-2-to-4-years-180324502378
202,Senior Data Scientist,"Walmart
4.0
2042 Reviews","10-20 Yrs
Not disclosed
Bengaluru","Position Requirements/ Qualifications . Bachelors degree in Statistics, Mathematics, Co...","['Supply chain', 'Data analysis', 'data science', 'Networking', 'Coding', 'Analytical', 'Forecasting', 'Analytics']","7 Days Ago
Save",https://www.naukri.com/job-listings-senior-data-scientist-walmart-labs-bengaluru-10-to-20-years-180324501018
203,"immediate Requirement-Computer Vision, NLP, Gen-AI.","Adamas Tech Consulting
3.5
30 Reviews","8-13 Yrs
Not disclosed
Kolkata, Bengaluru","Bachelor s or Master s degree in Computer Science, Engineering, AI, ML, or a related fi...","['NLP', 'Spark', 'Computer Vision', 'Computer', 'Natural language processing', 'Vision']","7 Days Ago
Save",https://www.naukri.com/job-listings-immediate-requirement-computer-vision-nlp-gen-ai-adamas-tech-consulting-kolkata-bengaluru-8-to-13-years-180324007203
204,S&C Global Network - AI - FS Data & AI Strategy - Manager,"Accenture
4.0
47023 Reviews","10-12 Yrs
Not disclosed
Bengaluru",Entity:- Accenture Strategy & ConsultingTeam:- Global Network Data & AIPractice:- Finan...,"['strategic sourcing', 'ticketing', 'amadeus', 'reservation', 'domestic ticketing', 'international ticketing', 'tourism', 'holiday packages']","9 Days Ago
Save",https://www.naukri.com/job-listings-s-c-global-network-ai-fs-data-ai-strategy-manager-accenture-solutions-pvt-ltd-bengaluru-10-to-12-years-160324906681
205,Analytics and Modeling Specialist-Catastrophe Underwriting,"Accenture
4.0
47023 Reviews","7-11 Yrs
Not disclosed
Bengaluru",Please note that this role may require you to work in rotational shiftsSkill required:C...,"['python', 'sql server', 'research', 'underwriting', 'writing', 'risk management', 'modeling', 'production']","10 Days Ago
Save",https://www.naukri.com/job-listings-analytics-and-modeling-specialist-catastrophe-underwriting-accenture-solutions-pvt-ltd-bengaluru-7-to-11-years-150324912116
206,Strategic Growth Initiatives Counsel Manager,"Accenture
4.0
47023 Reviews","10-12 Yrs
Not disclosed
Bengaluru","6+ years relevant experience in a corporate or law firm setting, with a preference for ...","['digital manufacturing', 'analysis', 'artificial intelligence', 'embedded systems', 'risk identification', 'digital', 'project management', 'business strategy']","10 Days Ago
Save",https://www.naukri.com/job-listings-strategic-growth-initiatives-counsel-manager-accenture-solutions-pvt-ltd-bengaluru-10-to-12-years-150324908882
207,S&C Global Network - AI - FS Data & AI Strategy - Sr Manager,"Accenture
4.0
47023 Reviews","12-14 Yrs
Not disclosed
Bengaluru",Entity:- Accenture Strategy & ConsultingTeam:- Global Network Data & AIPractice:- Finan...,"['strategic sourcing', 'ticketing', 'amadeus', 'reservation', 'domestic ticketing', 'international ticketing', 'tourism', 'holiday packages']","11 Days Ago
Save",https://www.naukri.com/job-listings-s-c-global-network-ai-fs-data-ai-strategy-sr-manager-accenture-solutions-pvt-ltd-bengaluru-12-to-14-years-140324911178
208,Computer Vision Engineer,"Safran Engineering Services
3.4
141 Reviews","5-8 Yrs
Not disclosed
Bengaluru",Experience on Computer vision based products,"['Tensorflow', 'Artificial Intelligence', 'Computer Vision', 'Intelligence', 'Computer', 'Vision']","11 Days Ago
Save",https://www.naukri.com/job-listings-computer-vision-engineer-safran-engineering-services-bengaluru-5-to-8-years-140324008080
209,FAW - Senior Associate,"PwC Service Delivery Center
3.6
7112 Reviews","5-8 Yrs
Not disclosed
Bengaluru","As a Senior Associate, youll work as part of a team of problem solvers with extensive c...","['Relationship management', 'Quality systems', 'Consulting', 'Scrum', 'Stored procedures', 'Troubleshooting', 'Oracle', 'Software implementation']","12 Days Ago
Save",https://www.naukri.com/job-listings-faw-senior-associate-pricewaterhouse-coopers-private-limited-bengaluru-5-to-8-years-130324500640
210,Data Scientist,"Visa Inc
4.4
15 Reviews","3-6 Yrs
Not disclosed
Bengaluru","Job Description Visa Consulting and Analytics (VCA) is Visa's consulting division, s...","['Solution arhiteture', 'Data analysis', 'SAS', 'Consulting', 'Managed servies', 'Analytial', 'Portfolio management', 'SQL']","12 Days Ago
Save",https://www.naukri.com/job-listings-data-scientist-visa-inc-bengaluru-3-to-6-years-130324500079
211,Sr. Manager Data Science,"Visa Inc
4.4
15 Reviews","6-9 Yrs
Not disclosed
Bengaluru",Participate in the hiring process to build the team and create seamless onboarding expe...,"['Data analysis', 'Mahine learning', 'Operations researh', 'Consulting', 'Analytial', 'Risk management', 'Monitoring', 'SQL']","12 Days Ago
Save",https://www.naukri.com/job-listings-sr-manager-data-science-visa-inc-bengaluru-6-to-9-years-130324500075
212,Lead Data Scientist,"Honeywell
3.8
1391 Reviews","7-9 Yrs
Not disclosed
Bengaluru","You will support change that brings value to our customers, partners, and sharehol...","['Computer science', 'Automation', 'Enterprise architecture', 'Machine learning', 'Workflow', 'Information management', 'Open source', 'Analytics']","13 Days Ago
Save",https://www.naukri.com/job-listings-lead-data-scientist-honeywell-bengaluru-7-to-9-years-120324500144
213,Data Scientist,"InfoCepts
3.4
255 Reviews","11-13 Yrs
13-23 Lacs PA
Pune, Maharashtra, Chennai, Bengaluru","The gathering, structuring, and using of the data into models to be able to translate i...","['Python', 'SageMaker', 'Tensorflow', 'Gen AI', 'NLP', 'AzureML', 'Data Wrangling', 'data science']","6 Days Ago
Save",https://www.naukri.com/job-listings-data-scientist-infocepts-pune-maharashtra-chennai-bengaluru-11-to-13-years-110923906857
214,Research Engineer,"Acuity Knowledge Partners
3.5
787 Reviews","4-9 Yrs
Not disclosed
Hybrid - Bengaluru, Karnataka","Qualifications: . Masters degree or PhD (preferable) in Computer Science, Data Science,...","['Data Science', 'Generative AI', 'Computer Vision', 'Machine Learning', 'Python', 'NLP', 'AWS', 'Research And Development']","12 Days Ago
Save",https://www.naukri.com/job-listings-research-engineer-acuity-knowledge-partners-bengaluru-karnataka-4-to-9-years-071223005458
215,Data Scientist,"Encora
3.8
522 Reviews","7-12 Yrs
25-40 Lacs PA
Hybrid - Pune, Chennai, Bengaluru","Dear Applicants, Greetings from Encora Innovation Labs Pvt Ltd! A Leading World Class ...","['Data Science', 'Predictive', 'Time Series', 'Machine Learning', 'Forecasting', 'Predictive Modeling', 'Lstm', 'Classification']","6 Days Ago
Save",https://www.naukri.com/job-listings-data-scientist-encora-pune-chennai-bengaluru-7-to-12-years-070324012826
216,"Associate, Data Intelligence Group(AI & Machine Learning)","Tresvista Financial Services
3.1
209 Reviews","4-8 Yrs
Not disclosed
Hybrid - Bengaluru, Karnataka","Experience in LLM (e.g., Llama2 and PaLM2) is expected, vector DB and reinforcement lea...","['PyTorch', 'TensorFlow', 'LayoutLM/Nougat', 'Azure', 'NLP', 'LLM', 'AWS', 'Data']","3 Days Ago
Save",https://www.naukri.com/job-listings-associate-data-intelligence-group-ai-machine-learning-tresvista-financial-services-bengaluru-karnataka-4-to-8-years-061223006493
217,AI Analyst,"Level Ai
3.0
4 Reviews","0-2 Yrs
Not disclosed
Remote",Requirements : . Bachelors or above with a good academic backgroundExperience in Python...,"['deep learning', 'Data analysis', 'Usage', 'Statistical analysis', 'Quantitative research', 'Business analysis', 'Enterprise applications', 'Information retrieval']","30+ Days Ago
Save",https://www.naukri.com/job-listings-ai-analyst-level-ai-remote-0-to-2-years-240124502105
218,Quant Analyst,"Futures First
3.9
87 Reviews","0-1 Yrs
Not disclosed
Kolkata","Engineering (CS / IT/ECE), graduate in data science Knowledge of data analysis is a mus...","['Analytical skills', 'Data analysis', 'Quant Analyst', 'Excel', 'data science', 'Management', 'Market Analyst', 'Python']","30+ Days Ago
Save",https://www.naukri.com/job-listings-quant-analyst-futures-first-info-services-pvt-ltd-kolkata-0-to-1-years-071023500351
219,Business Analyst - Data Science,"PayU
3.8
361 Reviews","4-9 Yrs
Not disclosed
Bengaluru",". A degree in Statistics, Computer Science, Mathematics or other similar quantitative f...","['Computer science', 'Wealth management', 'Lead Business Analyst', 'Machine learning', 'Manager Technology', 'Stakeholder management', 'Financial services', 'Analytics']","30+ Days Ago
Save",https://www.naukri.com/job-listings-business-analyst-data-science-payu-india-bengaluru-4-to-9-years-030622501055
220,Data Scientist,"Godrej Industries
4.2
432 Reviews","0-2 Yrs
Not disclosed
Mumbai","Educational Qualification: . BTech or Bachelor s degree in mathematics, statistics or c...","['Supply chain', 'Computer science', 'Data analysis', 'Business transformation', 'data science', 'Agile', 'Predictive modeling', 'Mathematics']","30+ Days Ago
Save",https://www.naukri.com/job-listings-data-scientist-godrej-properties-limited-mumbai-0-to-2-years-081223500128
221,Advanced Data Scientist,"Honeywell
3.8
1391 Reviews","4-6 Yrs
Not disclosed
Hyderabad",". Hands-on experience in LLM engineering and LLMOps, including advanced prompt engineer...","['Intelligence', 'Science', 'Automation', 'Management', 'Computer science', 'Machine', 'Computer', 'Artificial Intelligence']","5 Days Ago
Save",https://www.naukri.com/job-listings-advanced-data-scientist-honeywell-hyderabad-4-to-6-years-200324500784
222,Principal Data Scientist,"Michelin
4.0
652 Reviews","12-15 Yrs
Not disclosed
Pune","bachelors or masters degree in computer science, engineering, mathematics, statistics, ...","['Operational excellence', 'Coding', 'Conflict resolution', 'Machine learning', 'System design', 'Continuous improvement', 'Stakeholder management', 'Talent management']","3 Days Ago
Save",https://www.naukri.com/job-listings-principal-data-scientist-michelin-pune-12-to-15-years-220324500642
223,Principal Data Scientist,Vineet Tyre Center,"12-15 Yrs
Not disclosed
Pune","Bachelor s or Master s degree in computer science, engineering, mathematics, statistics...","['Operational excellence', 'Coding', 'Conflict resolution', 'Machine learning', 'System design', 'Continuous improvement', 'Stakeholder management', 'Talent management']","3 Days Ago
Save",https://www.naukri.com/job-listings-principal-data-scientist-vineet-tyre-centre-pune-12-to-15-years-220324500294
224,Manager,"PwC Service Delivery Center
3.6
7112 Reviews","6-8 Yrs
Not disclosed
Mumbai","Masters degree in Computer Science, Statistics, Mathematics, or a related field. 6+ yea...","['Computer science', 'Data analysis', 'Assurance', 'Team management', 'Data management', 'Market risk', 'Business intelligence', 'Continuous improvement']","5 Days Ago
Save",https://www.naukri.com/job-listings-manager-pricewaterhouse-coopers-private-limited-mumbai-6-to-8-years-200324502282
225,Data Scientist,"Ford
4.5
2769 Reviews","2-6 Yrs
Not disclosed
Chennai","bachelors Degree in related field (eg, Data Science, Predictive Analytics, Statistics...","['Factor analysis', 'SAS', 'Data modeling', 'Consulting', 'Agile', 'Algorithm development', 'SPSS', 'Automotive']","6 Days Ago
Save",https://www.naukri.com/job-listings-data-scientist-ford-global-business-services-chennai-2-to-6-years-190324500696
226,Lead Data Engineer,"Vibrent Health
3.0
11 Reviews","7-9 Yrs
Not disclosed
Remote",Bachelor s Degree with 7+ years of experience or equivalent Should have good Problem so...,"['Data Engineering', 'SQL', 'AWS', 'Python', 'Business Intelligence', 'Meltano', 'ETL Tool', 'Metabase']","1 Day Ago
Save",https://www.naukri.com/job-listings-lead-data-engineer-vibrent-health-pune-maharashtra-7-to-9-years-040324006115
